3 (2)
6 (1)
9 (1)
12 (1)
15 (10)
18 (3)
21 (0)
24 (0)
27 (0)
30 (0)
33 (0)
36 (0)
39 (1)
42 (1)
45 (1)
48 (1)
51 (1)
54 (1)
57 (1)
60 (1)
63 (1)
66 (1)
69 (1)
72 (1)
75 (1)
78 (1)
81 (1)
84 (1)
87 (1)
90 (1)
93 (1)
96 (1)
99 (1)
102 (1)
105 (1)
120 (1)
123 (1)
126 (1)
129 (1)
132 (1)
135 (1)
150 (1)
153 (1)
156 (1)
159 (2)
162 (2)
165 (4)
